id,name_en,text_en,name_ja,ruby,text_ja,type,frame_type,atk,def,level,race,attribute,scale,linkval,linkmarkers
61468779,Grandsoil the Elemental Lord,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by having exactly 5 EARTH monsters in your GY. When this card is Special Summoned: You can target 1 monster in either player's GY; Special Summon that target. You can only use this effect of ""Grandsoil the Elemental Lord"" once per turn. If this face-up card leaves the field, skip the Battle Phase of your next turn.",地霊神グランソイル,ちれいしんグランソイル,このカードは通常召喚できない。自分の墓地の地属性モンスターが５体の場合のみ特殊召喚できる。このカード名の①の効果は１ターンに１度しか使用できない。①：このカードが特殊召喚に成功した時、自分または相手の墓地のモンスター１体を対象として発動できる。そのモンスターを自分フィールドに特殊召喚する。②：表側表示のこのカードがフィールドから離れた場合、次の自分ターンのバトルフェイズをスキップする。,効果モンスター,効果モンスター,2800.0,2200.0,8,獣戦士族,地,,,
15545291,Granmarg the Mega Monarch,"You can Tribute Summon this card by Tributing 1 Tribute Summoned monster. When this card is Tribute Summoned: Target up to 2 Set cards on the field; destroy those targets. If this card was Tribute Summoned by Tributing an EARTH monster, add this additional effect.
● Also, draw 1 card after that.",剛地帝グランマーグ,ごうちていグランマーグ,"このカードはアドバンス召喚したモンスター１体をリリースしてアドバンス召喚できる。このカードがアドバンス召喚に成功した時、フィールド上にセットされたカードを２枚まで選択して破壊する。このカードが地属性モンスターをリリースしてアドバンス召喚に成功した場合、その時の効果に以下の効果を加える。
●デッキからカードを１枚ドローする。",効果モンスター,効果モンスター,2800.0,1000.0,8,岩石族,地,,,
41249545,Grass Phantom,"This card gains 500 ATK for each ""Grass Phantom"" in your Graveyard.",グラスファントム,グラスファントム,このカードの攻撃力は、自分の墓地に存在する「グラスファントム」の枚数×５００ポイントアップする。,効果モンスター,効果モンスター,1000.0,1000.0,3,植物族,水,,,
57270476,Grave Lure,"Turn the top card of your opponent's Deck face-up, then your opponent shuffles their Deck. When your opponent draws the face-up card, immediately send it to the Graveyard.",墓場からの誘い,はかばからのいざない,相手のデッキの一番上のカードを表向きにしてシャッフルする。相手がそのカードをドローした時、そのカードをそのまま墓地へ送る。,罠,罠,,,,通常,,,,
11448373,Grave Protector,Any monster destroyed by battle is shuffled into the Deck instead of going to the Graveyard.,グレイヴ・キーパー,グレイヴ・キーパー,このカードがフィールド上に表側表示で存在する限り、戦闘によって破壊されたモンスターは墓地へは行かず、持ち主のデッキに戻る。その後デッキをシャッフルする。,効果モンスター,効果モンスター,0.0,2000.0,4,悪魔族,闇,,,
31548215,Gravedigger's Trap Hole,"When your opponent activates a monster effect in their hand or GY, or when your opponent's banished monster effect is activated: Negate its effect, and if you do, inflict 2000 damage to your opponent.",墓穴ホール,ぼけつホール,①：手札・墓地・除外状態のモンスターの効果を相手が発動した時に発動できる。その効果を無効にし、相手に２０００ダメージを与える。,罠,罠,,,,通常,,,,
30213599,Gravekeeper's Descendant,"You can Tribute 1 other face-up ""Gravekeeper's"" monster to target 1 card your opponent controls; destroy that target.",墓守の末裔,はかもりのまつえい,このカード以外の自分フィールド上に表側表示で存在する「墓守の」と名のついたモンスター１体をリリースして発動できる。相手フィールド上のカード１枚を選択して破壊する。,効果モンスター,効果モンスター,1500.0,1200.0,4,魔法使い族,闇,,,
37101832,Gravekeeper's Guard,FLIP: Target 1 monster your opponent controls; return that target to the hand.,墓守の番兵,はかもりのばんぺい,リバース：フィールド上の相手モンスター１体を持ち主の手札に戻す。,リバースモンスター,効果モンスター,1000.0,1900.0,4,魔法使い族,闇,,,
93023479,Gravekeeper's Recruiter,"If this card you control is sent to your GY: Add 1 ""Gravekeeper's"" monster with 1500 or less DEF from your Deck to your hand.",墓守の召喚師,はかもりのしょうかんし,このカードが自分フィールド上から墓地へ送られた時、自分のデッキから守備力１５００以下の「墓守の」と名のついたモンスター１体を手札に加える。,効果モンスター,効果モンスター,1200.0,1500.0,3,魔法使い族,闇,,,
16762927,Gravekeeper's Servant,Your opponent must send 1 card from the top of their Deck to the Graveyard to declare an attack.,墓守の使い魔,はかもりのつかいま,相手はデッキの一番上のカード１枚を墓地へ送らなければ、攻撃宣言をする事ができない。,魔法,魔法,,,,永続,,,,
29216198,Gravitic Orb,FLIP: Change the battle positions of all face-up monsters your opponent controls.,グラビティ・ボール,グラビティ・ボール,リバース：相手フィールド上に存在する表側表示モンスター全ての表示形式を変更する。,リバースモンスター,効果モンスター,1100.0,700.0,3,悪魔族,闇,,,
23656668,Gravity Controller,"1 non-Link Monster in an Extra Monster Zone
Cannot be used as Link Material the turn it is Link Summoned. This card in the Extra Monster Zone cannot be destroyed by battle with a monster in the Main Monster Zone. At the start of the Damage Step, if this card battles an opponent's monster in the Extra Monster Zone: You can return both that opponent's monster and this card to the Deck.",グラビティ・コントローラー,グラビティ・コントローラー,"Ｌモンスター以外のＥＸモンスターゾーンのモンスター１体
このカードはＬ召喚されたターンにはＬ素材にできない。①：ＥＸモンスターゾーンのこのカードはメインモンスターゾーンのモンスターとの戦闘では破壊されない。②：このカードがＥＸモンスターゾーンの相手モンスターと戦闘を行うダメージステップ開始時に発動できる。その相手モンスターとこのカードをデッキに戻す。",リンクモンスター,リンクモンスター,1000.0,,,サイキック族,闇,,1,[左下]
29834183,Graydle Eagle,"If this card in your Monster Zone is destroyed by battle or monster effect and sent to your Graveyard: You can target 1 face-up monster your opponent controls; equip this card to that target. While this card is equipped to a monster by this effect, take control of that monster. When this card leaves the field, destroy the equipped monster.",グレイドル・イーグル,グレイドル・イーグル,①：自分のモンスターゾーンのこのカードが戦闘またはモンスターの効果で破壊され墓地へ送られた場合、相手フィールドの表側表示モンスター１体を対象として発動できる。このカードを装備カード扱いとしてその相手モンスターに装備する。②：このカードの効果でこのカードが装備されている場合、装備モンスターのコントロールを得る。このカードがフィールドから離れた時に装備モンスターは破壊される。,効果モンスター,効果モンスター,1500.0,500.0,3,水族,水,,,
89405199,Greed,"Each time a player draws cards because of a card effect, they take 500 damage during the End Phase for each card drawn by the card effect.",グリード,グリード,カードの効果でドローを行ったプレイヤーは、そのターンのエンドフェイズ終了時にカードの効果でドローしたカードの枚数×５００ポイントダメージを受ける。,罠,罠,,,,永続,,,,
34481518,Grenosaurus Giga-Cannon,"2 Level 4 monsters
When your Dinosaur monster destroys an opponent's monster by battle and sends it to the GY: You can detach 1 material from this card; inflict 1000 damage to your opponent, then this card gains 1000 ATK. If this Xyz Summoned card is destroyed: You can target 1 card on the field; destroy it, and if you do, inflict 1000 damage to your opponent. You can only use this effect of ""Grenosaurus Giga-Cannon"" once per turn.",魔頭砲グレンザウルス,まとうほうグレンザウルス,"レベル４モンスター×２
このカード名の②の効果は１ターンに１度しか使用できない。①：自分の恐竜族モンスターが戦闘で相手モンスターを破壊し墓地へ送った時、このカードのＸ素材を１つ取り除いて発動できる。相手に１０００ダメージを与える。その後、このカードの攻撃力は１０００アップする。②：Ｘ召喚したこのカードが破壊された場合、フィールドのカード１枚を対象として発動できる。そのカードを破壊し、相手に１０００ダメージを与える。",エクシーズモンスター,エクシーズモンスター,2200.0,2000.0,4,恐竜族,炎,,,
95744531,Griggle,"When the control of this face-up card on the field shifts to your opponent, increase your Life Points by 3000 points. This effect can only be used once as long as this card remains face-up on the field.",グリグル,グリグル,フィールド上に表側表示で存在するこのカードのコントロールが相手に移った時、自分は３０００ライフポイント回復する。この効果はこのカードがフィールド上に表側表示で存在する限り１度しか使用できない。,効果モンスター,効果モンスター,350.0,300.0,1,植物族,地,,,
24215921,Gruesome Grave Squirmer,"If you control a Fiend monster (Quick Effect): You can Special Summon this card from your hand, then you can destroy 1 ""Yubel"", or 1 monster that mentions it, in your Monster Zone. You can banish this card from your GY; Special Summon 1 Fiend monster with 0 ATK/DEF from your hand or GY, except ""Gruesome Grave Squirmer"". You can only use each effect of ""Gruesome Grave Squirmer"" once per turn.",ヘルグレイブ・スクワーマー,ヘルグレイブ・スクワーマー,このカード名の①②の効果はそれぞれ１ターンに１度しか使用できない。①：自分・相手ターンに、自分フィールドに悪魔族モンスターが存在する場合に発動できる。このカードを手札から特殊召喚する。その後、自分フィールドの、「ユベル」またはそのカード名が記されたモンスター１体を破壊できる。②：墓地のこのカードを除外して発動できる。自分の手札・墓地から「ヘルグレイブ・スクワーマー」以外の攻撃力と守備力が０の悪魔族モンスター１体を特殊召喚する。,効果モンスター,効果モンスター,0.0,0.0,1,悪魔族,闇,,,
88928798,Guard Mines,Activate only when a card is activated with an effect that would target and destroy 1 monster you control. Negate the effect and destroy that card. Then inflict 500 damage to your opponent.,ボム・ガード,ボム・ガード,「自分フィールド上に存在するモンスター１体を破壊する効果」を持つカードが発動した時に発動する事ができる。その発動を無効にし破壊する。さらに相手ライフに５００ポイントダメージを与える。,罠,罠,,,,通常,,,,
68007326,Guardian Angel Joan,When this card destroys a monster by battle and sends it to the Graveyard: Gain Life Points equal to the original ATK of that destroyed monster in the Graveyard.,守護天使 ジャンヌ,ガーディアンエンジェル ジャンヌ,①：このカードが戦闘でモンスターを破壊し墓地へ送った場合に発動する。そのモンスターの元々の攻撃力分だけ自分のＬＰを回復する。,効果モンスター,効果モンスター,2800.0,2000.0,7,天使族,光,,,
43411769,Guardragon Garmides,"If a Normal Monster(s) is sent to your GY (except during the Damage Step): You can Special Summon this card from your hand. If this card is in your GY: You can send 1 Dragon monster from your hand to the GY; add this card to your hand. You can only use each effect of ""Guardragon Garmides"" once per turn.",守護竜ガルミデス,しゅごりゅうガルミデス,このカード名の①②の効果はそれぞれ１ターンに１度しか使用できない。①：通常モンスターが自分の墓地へ送られた場合に発動できる。このカードを手札から特殊召喚する。②：このカードが墓地に存在する場合、手札からドラゴン族モンスター１体を墓地へ送って発動できる。このカードを手札に加える。,効果モンスター,効果モンスター,1600.0,1000.0,3,ドラゴン族,地,,,
11012154,Guardragon Justicia,"''The fate of the World depends on the Guardragons, born from the World Legacy.''",守護竜ユスティア,しゅごりゅうユスティア,"星鍵は流れぬ涙を流し、天命は果たされる。神の門は嘶き崩れ、蛇は守人の夢幻を喰らう。其の魂は始まりの地に、彼の魂は終極の地に。
――此処に神獄たる星は闢かれん。",通常チューナーモンスター,通常モンスター,0.0,2100.0,2,ドラゴン族,水,,,
54629413,Guerilla Kite,"If this card is sent from the field to the Graveyard: Inflict 500 damage to your opponent. You can only use this effect of ""Guerilla Kite"" once per turn.",ゲリラカイト,ゲリラカイト,「ゲリラカイト」の効果は１ターンに１度しか使用できない。①：このカードがフィールドから墓地へ送られた場合に発動する。相手に５００ダメージを与える。,チューナーモンスター,効果モンスター,1600.0,200.0,4,悪魔族,炎,,,
61822419,Guilt-Gripping Morganite,"For the rest of this Duel, apply the following effects.
● You cannot activate monster effects in the hand.
● You can Normal Summon Level 5 or higher monsters without Tributing.
● You do not pay LP to activate Spell/Trap Cards.
You can banish this card from your GY, then reveal 1 ""Morganite"" card in your hand; place the revealed card on the bottom of the Deck, then draw 1 card.",咎を擁く魔瞳,とがをいだくモルガナイト,"①：このデュエル中、以下の効果をそれぞれ適用する。
●自分は手札のモンスターの効果を発動できない。
●自分はレベル５以上のモンスターを召喚する場合に必要なリリースをなくす事ができる。
●自分は魔法・罠カードを発動するために払うＬＰが必要なくなる。
②：墓地のこのカードを除外し、手札の「モルガナイト」カード１枚を相手に見せて発動できる。見せたカードをデッキの一番下に戻す。その後、自分は１枚ドローする。",魔法,魔法,,,,通常,,,,
41788781,Guldfaxe of the Nordic Beasts,"If your opponent controls a Synchro Monster and you control no monsters, you can Special Summon this card (from your hand).",極星獣グルファクシ,きょくせいじゅうグルファクシ,相手フィールド上にシンクロモンスターが表側表示で存在し、自分フィールド上にモンスターが存在しない場合、このカードは手札から特殊召喚する事ができる。,チューナーモンスター,効果モンスター,1600.0,1000.0,4,獣族,光,,,
90207654,Gullveig of the Nordic Ascendant,"1 Level 5 or lower ""Nordic"" monster
If this card is Link Summoned: You can banish up to 3 cards from your hand and/or field, and if you do, Special Summon that many ""Nordic"" monsters from your Deck in Defense Position, also, for the rest of this turn, you cannot Special Summon monsters, except ""Aesir"" monsters, nor Normal Summon/Set any monsters. You can only use this effect of ""Gullveig of the Nordic Ascendant"" once per turn. While this card points to an ""Aesir"" monster, your opponent cannot target that monster with card effects, also monsters your opponent controls cannot target this card for attacks.",極星天グルヴェイグ,きょくせいてんグルヴェイグ,"レベル５以下の「極星」モンスター１体
このカード名の①の効果は１ターンに１度しか使用できない。①：このカードがリンク召喚に成功した場合に発動できる。自分の手札・フィールドのカードを３枚まで選んで除外し、その数だけデッキから「極星」モンスターを守備表示で特殊召喚する。この効果を発動したターン、自分は通常召喚できず、「極神」モンスターしか特殊召喚できない。②：このカードのリンク先に「極神」モンスターが存在する限り、相手はそのモンスターを効果の対象にできず、このカードを攻撃対象に選択できない。",リンクモンスター,リンクモンスター,800.0,,,天使族,光,,1,[左下]
62200831,Gunkan Sushipyard Seaside Supper Spot,"Once per turn, if you Normal or Special Summon a ""Gunkan"" monster(s), even during the Damage Step: You can place 1 ""Gunkan"" card from your Deck on top of your Deck. Once per turn, if a face-up ""Gunkan"" monster(s) you control that was Special Summoned from the Extra Deck is sent to your GY by an opponent's card: Activate this effect; your opponent pays LP exactly equal to that monster's DEF in the GY, then you can apply this effect.
● Special Summon 1 ""Gunkan Suship Shari"" from your hand, then Special Summon 1 ""Gunkan"" Xyz Monster from your Extra Deck, by using that card you control as material. (This is treated as an Xyz Summon.)",軍貫処 『海せん』,ぐんかんどころ 『かいせん』,①：１ターンに１度、自分が「軍貫」モンスターの召喚・特殊召喚に成功した場合に発動できる（ダメージステップでも発動可能）。デッキから「軍貫」カード１枚を選んでデッキの一番上に置く。②：１ターンに１度、ＥＸデッキから特殊召喚された自分フィールドの「軍貫」モンスターが相手によって墓地へ送られた場合に発動する。相手はその守備力分のＬＰを払う。その後、自分は以下の効果を適用できる。●手札の「しゃりの軍貫」１体を特殊召喚し、「軍貫」Ｘモンスター１体をその上に重ねてＸ召喚扱いとしてＥＸデッキから特殊召喚する。,魔法,魔法,,,,フィールド,,,,
9897998,Gusto Codor,When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can Special Summon 1 WIND Psychic-Type monster with 1500 or less DEF from your Deck.,ガスタ・コドル,ガスタ・コドル,このカードが戦闘によって相手モンスターを破壊し墓地へ送った時、自分のデッキから守備力１５００以下のサイキック族・風属性モンスター１体を特殊召喚する事ができる。,効果モンスター,効果モンスター,1000.0,400.0,3,鳥獣族,風,,,
42082363,Gusto Griffin,"If this card is sent from the hand to your Graveyard: You can Special Summon 1 ""Gusto"" monster from your Deck. You can only use the effect of ""Gusto Griffin"" once per turn.",ガスタ・グリフ,ガスタ・グリフ,このカードが手札から墓地へ送られた場合、デッキから「ガスタ」と名のついたモンスター１体を特殊召喚できる。「ガスタ・グリフ」の効果は１ターンに１度しか使用できない。,効果モンスター,効果モンスター,800.0,300.0,2,鳥獣族,風,,,
65277087,Gusto Gulldo,"When this card is sent from the field to the Graveyard: You can Special Summon 1 Level 2 or lower ""Gusto"" monster from your Deck.",ガスタ・ガルド,ガスタ・ガルド,このカードがフィールド上から墓地へ送られた時、デッキからレベル２以下の「ガスタ」と名のついたモンスター１体を特殊召喚できる。,チューナーモンスター,効果モンスター,500.0,500.0,3,鳥獣族,風,,,
9817927,Gyaku-Gire Panda,"Increase the ATK of this card by 500 points for each monster on your opponent's side of the field. When this card attacks with an ATK that is higher than the DEF of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points.",逆ギレパンダ,ぎゃくギレパンダ,相手フィールド上のモンスター１体につきこのカードの攻撃力は５００ポイントアップする。守備表示モンスターを攻撃した時にその守備力を攻撃力が越えていれば、その数値だけ相手に戦闘ダメージを与える。,効果モンスター,効果モンスター,800.0,1600.0,3,獣族,地,,,
28357177,Hade-Hane,FLIP: You can return up to 3 monsters on the field to the owner's hand.,派手ハネ,ハデハネ,リバース：フィールド上のモンスターを３体まで持ち主の手札に戻す事ができる。,リバースモンスター,効果モンスター,900.0,1000.0,5,獣族,地,,,
80811661,Hamburger Recipe,"This card is used to Ritual Summon ""Hungry Burger"". You must also Tribute monsters whose total Level Stars equal 6 or more from the field or your hand.",ハンバーガーのレシピ,ハンバーガーのレシピ,「ハングリーバーガー」の降臨に必要。①：自分の手札・フィールドから、レベルの合計が６以上になるようにモンスターをリリースし、手札から「ハングリーバーガー」を儀式召喚する。,魔法,魔法,,,,儀式,,,,
26412047,Hammer Shot,"Destroy 1 face-up Attack Position monster with the highest ATK. (If it is a tie, you get to choose.)",ハンマーシュート,ハンマーシュート,①：フィールドの攻撃表示モンスターの内、攻撃力が一番高いモンスター１体を破壊する。,魔法,魔法,,,,通常,,,,
85909450,Harpie's Pet Phantasmal Dragon,"3 Level 4 WIND monsters
This card's effects can only be applied/resolved while it has Xyz Material. This card can attack your opponent directly. Your opponent cannot target any ""Harpie"" monsters with effects or for attacks. During each of your End Phases: Detach 1 Xyz Material from this card.",ハーピィズペット幻竜,ハーピィズペットミラージュドラゴン,"風属性レベル４モンスター×３
このカードの効果はこのカードのエクシーズ素材がなければ適用されない。このカードは相手プレイヤーに直接攻撃できる。このカードがフィールド上に表側表示で存在する限り、相手は「ハーピィ」と名のついたモンスターを攻撃対象にできず、カードの効果の対象にもできない。自分のエンドフェイズ毎にこのカードのエクシーズ素材を１つ取り除く。",エクシーズモンスター,エクシーズモンスター,2000.0,2500.0,4,ドラゴン族,風,,,
85399281,Harvest Angel of Wisdom,When this card is destroyed by battle and sent to the GY: You can target 1 Counter Trap in your GY; add it to your hand.,智天使ハーヴェスト,ちてんしハーヴェスト,①：このカードが戦闘で破壊され墓地へ送られた時、自分の墓地のカウンター罠カード１枚を対象として発動できる。そのカードを手札に加える。,効果モンスター,効果モンスター,1800.0,1000.0,4,天使族,光,,,
43618262,Hatsugai,"Excavate the top 5 cards of your opponent's Deck (or as many as possible), choose 1 excavated card, and declare a number in multiples of 100 (min. 100, max. 3000). Your opponent can choose to gain LP equal to the declared number. If they gained LP, you lose that amount of LP, and if you do, add that chosen card to your hand, also place the rest on top of the Deck in the same order. If they did not, place the excavated cards on top of the Deck in the same order.",初買い,はつがい,①：相手のデッキの上からカードを５枚めくり、自分はその中から１枚を選んで１００の倍数の数を宣言する（最大３０００まで）。相手はその数値分のＬＰを回復できる。回復した場合、自分はその数値分のＬＰを失い、選んだカードを自分の手札に加え、残りのカードを元の順番でデッキの上に戻す。回復しなかった場合、めくったカードを元の順番でデッキの上に戻す。,罠,罠,,,,通常,,,,
8696773,Hazy Flame Hydra,"Your opponent cannot target this card with card effects. You cannot Special Summon monsters, except FIRE monsters. An Xyz Monster that was Summoned using this card as an Xyz Material gains this effect.
● When it is Xyz Summoned: You can target 1 ""Hazy Flame"" monster in your Graveyard; attach that target to this card as an Xyz Material.",陽炎獣 ヒュドラー,ヘイズビースト ヒュドラー,このカードがフィールド上に表側表示で存在する限り、相手はこのカードをカードの効果の対象にできず、自分は炎属性以外のモンスターを特殊召喚できない。また、このカードを素材としたエクシーズモンスターは以下の効果を得る。●このエクシーズ召喚に成功した時、自分の墓地から「陽炎獣」と名のついたモンスター１体を選択し、このカードの下に重ねてエクシーズ素材とする事ができる。,効果モンスター,効果モンスター,2300.0,200.0,6,恐竜族,炎,,,
64801562,Heart of Clear Water,"If the equipped monster's ATK is 1300 or higher, this card is destroyed. The monster equipped with this card is not destroyed as a result of battle or by the effect of a card that targets the monster. (Damage calculation is applied normally.)",明鏡止水の心,めいきょうしすいのこころ,装備モンスターは、戦闘及び装備モンスターを対象とするカードの効果では破壊されない。装備モンスターの攻撃力が１３００以上の場合、このカードを破壊する。,魔法,魔法,,,,装備,,,,
45141013,Heat Wave,"At the start of your Main Phase 1: Neither player can Normal or Special Summon Effect Monsters, until your next Draw Phase.",大熱波,だいねっぱ,①：自分メインフェイズ１開始時に発動できる。次の自分ドローフェイズまで、お互いに効果モンスターを召喚・特殊召喚できない。,魔法,魔法,,,,通常,,,,
17063599,Heavenly Zephyr - Miradora,"The activation and effect of this card's effects cannot be negated. If your opponent Special Summons a monster(s) with 2000 or more ATK from the Extra Deck (except during the Damage Step): You can Special Summon this card from your hand. If this card is Special Summoned from the hand: You can target 1 face-up opponent's monster that was Special Summoned from the Extra Deck; neither player can activate that monster's effects while this monster is face-up on the field. You can only use each effect of ""Heavenly Zephyr - Miradora"" once per turn.",風の天翼ミラドーラ,かぜのてんよくミラドーラ,このカード名の①②の効果はそれぞれ１ターンに１度しか使用できず、その発動と効果は無効化されない。①：相手がＥＸデッキから攻撃力２０００以上のモンスターを特殊召喚した場合に発動できる。このカードを手札から特殊召喚する。②：このカードが手札からの特殊召喚に成功した場合、ＥＸデッキから特殊召喚された相手フィールドの表側表示モンスター１体を対象として発動できる。このモンスターが表側表示で存在する間、対象のモンスターは効果を発動できない。,効果モンスター,効果モンスター,2000.0,2600.0,7,ドラゴン族,風,,,
49121795,Heavy Armored Train Ironwolf,"2 Level 4 Machine-Type monsters
Once per turn: You can detach 1 Xyz Material from this card, then target 1 Machine-Type monster you control; this turn, it can attack your opponent directly, also other monsters cannot attack. If this card in your possession is destroyed by an opponent's card (by battle or card effect) and sent to your Graveyard: You can add 1 Level 4 Machine-Type monster from your Deck to your hand.",重装甲列車アイアン・ヴォルフ,じゅうそうこうれっしゃアイアン・ヴォルフ,"機械族レベル４モンスター×２
①：１ターンに１度、このカードのＸ素材を１つ取り除き、自分フィールドの機械族モンスター１体を対象として発動できる。このターン、そのモンスター以外のモンスターは攻撃できず、そのモンスターは直接攻撃できる。②：このカードが相手によって破壊され墓地へ送られた場合に発動できる。デッキから機械族・レベル４モンスター１体を手札に加える。",エクシーズモンスター,エクシーズモンスター,2200.0,2200.0,4,機械族,地,,,
43932352,Hecahands Bait,"You can Tribute 1 ""Hecahands"" monster, or 1 monster you control that is owned by your opponent; take control of 1 monster your opponent controls. You can only use this effect of ""Hecahands Bait"" once per turn. Once per turn, during your End Phase: Send 1 card you control to the GY.",見えざる導き手,バイト・アル・ヘカトンケイル,このカード名の①の効果は１ターンに１度しか使用できない。①：自分フィールドの、「ヘカトンケイル」モンスターまたは元々の持ち主が相手であるモンスター１体をリリースして発動できる。相手フィールドのモンスター１体のコントロールを得る。②：自分エンドフェイズに発動する。自分フィールドのカード１枚を墓地へ送る。,罠,罠,,,,永続,,,,
75660578,"Hela, Generaider Boss of Doom","You can only control 1 ""Hela, Generaider Boss of Doom"". (Quick Effect): You can Tribute 1 ""Generaider"" monster or 1 Zombie monster, then target 1 ""Generaider"" monster or 1 Zombie monster in your GY, with a different name than the Tributed monster had on the field; Special Summon that monster in Defense Position. You can only use this effect of ""Hela, Generaider Boss of Doom"" once per turn.",死の王 ヘル,しのジェネレイド ヘル,このカード名の②の効果は１ターンに１度しか使用できない。①：「死の王 ヘル」は自分フィールドに１体しか表側表示で存在できない。②：自分フィールドの「ジェネレイド」モンスターまたはアンデット族モンスター１体をリリースし、そのモンスターとはカード名が異なる自分の墓地の、「ジェネレイド」モンスターまたはアンデット族モンスター１体を対象として発動できる。そのモンスターを守備表示で特殊召喚する。この効果は相手ターンでも発動できる。,効果モンスター,効果モンスター,800.0,2800.0,9,アンデット族,闇,,,
21074344,Herald of Green Light,"When your opponent activates a Spell Card (Quick Effect): You can send this card and 1 other Fairy monster from your hand to the GY; negate the activation, and if you do, destroy it.",緑光の宣告者,グリーン・デクレアラー,①：相手が魔法カードを発動した時、手札からこのカードと天使族モンスター１体を墓地へ送って発動できる。その発動を無効にし破壊する。,効果モンスター,効果モンスター,300.0,500.0,2,天使族,光,,,
94016752,Herald of the Abyss,"Pay 1500 LP and declare 1 Monster Type and 1 Attribute; your opponent must send 1 face-up monster with the declared Type and Attribute from their field to the GY, if possible. For the rest of this turn, your opponent cannot activate the effects of monsters with that sent monster's name. You can only activate 1 ""Herald of the Abyss"" per turn.",深淵の宣告者,しんえんのせんこくしゃ,このカード名のカードは１ターンに１枚しか発動できない。①：相手フィールドに表側表示モンスターが存在する場合、１５００ＬＰを払い、種族と属性を１つずつ宣言して発動できる。宣言した種族・属性のモンスターが相手フィールドに表側表示で存在する場合、相手はその内の１体を墓地へ送らなければならない。このターン、相手はそのモンスター及びその同名モンスターのモンスター効果を発動できない。,魔法,魔法,,,,通常,,,,
79606837,Herald of the Arc Light,"1 Tuner + 1+ non-Tuner monsters
Any monster sent from the hand or Main Deck to the GY is banished instead. When a Spell/Trap Card, or monster effect, is activated (Quick Effect): You can Tribute this card; negate the activation, and if you do, destroy that card. If this card is sent to the GY: You can add 1 Ritual Monster or 1 Ritual Spell from your Deck to your hand.",虹光の宣告者,アーク・デクレアラー,"チューナー＋チューナー以外のモンスター１体以上
①：このカードがモンスターゾーンに存在する限り、お互いの手札・デッキから墓地へ送られるモンスターは墓地へは行かず除外される。②：モンスターの効果・魔法・罠カードが発動した時、このカードをリリースして発動できる。その発動を無効にし破壊する。③：このカードが墓地へ送られた場合に発動できる。デッキから儀式モンスター１体または儀式魔法カード１枚を手札に加える。",シンクロモンスター,シンクロモンスター,600.0,1000.0,4,天使族,光,,,
4575541,Here There Be Dragons,"Special Summon 1 ""Dragon Ruler"" monster from your hand, GY, or banishment, then immediately after this effect resolves, you can Xyz Summon 1 ""Dragon Ruler"" Xyz Monster using only ""Dragon Ruler"" monsters you control. During your Main Phase: You can banish this card from your GY, then target any number of your banished ""Dragon Ruler"" monsters with different Attributes; return them to the GY. You can only use 1 ""Here There Be Dragons"" effect per turn, and only once that turn.",超竜災禍,ちょうりゅうさいか,このカード名の①②の効果は１ターンに１度、いずれか１つしか使用できない。①：自分の手札・墓地・除外状態の「征竜」モンスター１体を特殊召喚する。その後、自分フィールドの「征竜」モンスターのみを素材として「征竜」Ｘモンスター１体のＸ召喚を行う事ができる。②：自分メインフェイズに墓地のこのカードを除外し、自分の除外状態の「征竜」モンスターを任意の数だけ対象として発動できる（同じ属性は１体まで）。そのモンスターを墓地に戻す。,魔法,魔法,,,,速攻,,,,
34143852,Heroic Challenger - Extra Sword,"An Xyz Monster that was Summoned using this card as Xyz Material gains this effect.
● When it is Xyz Summoned: It gains 1000 ATK.",Ｈ・Ｃ エクストラ・ソード,ヒロイック・チャレンジャー エクストラ・ソード,①：フィールドのこのカードを素材としてＸ召喚したモンスターは以下の効果を得る。●このカードがＸ召喚した場合に発動する。このカードの攻撃力は１０００アップする。,効果モンスター,効果モンスター,1000.0,1000.0,4,戦士族,地,,,
71549257,Heroic Challenger - Knuckle Sword,"If you control a ""Heroic"" monster, except a Level 1 monster: You can Special Summon this card from your hand. If this card is Normal or Special Summoned: You can target 1 other Warrior monster you control with a Level; the Level of that monster or this card becomes the Level of the other, also you cannot declare an attack for the rest of this turn, except with Xyz Monsters. You can only use each effect of ""Heroic Challenger - Knuckle Sword"" once per turn.",Ｈ・Ｃ ナックル・ナイフ,ヒロイック・チャレンジャー ナックル・ナイフ,このカード名の①②の効果はそれぞれ１ターンに１度しか使用できない。①：自分フィールドにレベル１モンスター以外の「ヒロイック」モンスターが存在する場合に発動できる。このカードを手札から特殊召喚する。②：このカードが召喚・特殊召喚に成功した場合、自分フィールドの戦士族モンスター１体を対象として発動できる。そのモンスターとこのカードのレベルは、その内の１体のレベルと同じになる。この効果の発動後、ターン終了時まで自分はＸモンスターでしか攻撃宣言できない。,効果モンスター,効果モンスター,600.0,200.0,1,戦士族,地,,,
64697431,"Hey, Trunade!",Return all Set Spells and Traps on the field to the hand.,局所的ハリケーン,きょくしょてきハリケーン,①：フィールドにセットされている魔法・罠カードを全て持ち主の手札に戻す。,魔法,魔法,,,,通常,,,,
